EXCLUDE,Line Number,Location path code,Date/Video Link,Time of Day/ Timestamp,Context,Caregiver Question,Learning Practice (Exclude),Menu,Word/Phrase,Caregiver Response,Comments
,2931,DB,6/21/22,8:30 PM,,,,,Snuggle,Yeah?,
,2932,DB,6/21/22,8:30 PM,,,,,Snuggle,,
,2933,DB,6/21/22,8:30 PM,,,,,Snuggle,,
,2934,DB,6/21/22,8:30 PM,,,,,Snuggle,[inaudible] Can I see your foot?,
,2935,DB,6/21/22,8:30 PM,,,,,Snuggle,Yeah Ok do you want to come snuggle? (Jen holds out her hand and Ellie goes on it) Yeah? Do you want to do some typing? (Ellie goes back on the playstand) We can snuggle afterwards too if you want,"Jen goes to the ""Type"" menu"
TRUE,2936,,6/21/22,,,,,,,,Ellie does not type.
TRUE,2937,,6/21/22,8:30 PM,,,,,,,
,2938,A,6/21/22,8:30 PM,,,,Talk about,,,
,2939,AB,6/21/22,8:30 PM,,,,Temp and weather,,Uh-huh,
TRUE,2940,,6/21/22,8:30 PM,,,,,,,
,2941,C,6/21/22,8:30 PM,,,,Experience,,Uh-huh Last one and then let's go back to typing,
,2942,CD,6/21/22,8:30 PM,,,,,Touch,Uh-huh,
,2943,CD,6/21/22,8:30 PM,,,,,Touch,Yeah?,
,2944,CB,6/21/22,8:30 PM,,,,,Mom,Yeah? I'm here Mom is home Hi,
,2945,CB,6/21/22,8:30 PM,,,,,Mom,,
,2946,CD,6/21/22,8:30 PM,,,,,Touch,Yeah I'm here,
,2947,CB,6/21/22,8:30 PM,,,,,Mom,,
,2948,CD,6/21/22,8:30 PM,,,,,Touch,I feel like that's become commentary that I'm here Hi Hello Mom touch (Jen touches Ellie),
,2949,CB,6/21/22,8:30 PM,,,,,Mom,,
,2950,CD,6/21/22,8:30 PM,,,,,Touch,"Touch Ok, let's go back here","Jen goes to the ""Type"" menu"
TRUE,2951,,6/21/22,8:30 PM,,,,,,,
TRUE,2952,,6/21/22,8:30 PM,,,,,,,
,2953,D,6/21/22,8:30 PM,,,,To play,,,
,2954,DB,6/21/22,8:30 PM,,,,,Snuggle,"You want to snuggle? Alright just one more thing Let's see if you want to do one more thing, and if not, we'll snuggle",Jen opens the writing app 
TRUE,2955,,6/21/22,8:30 PM,,,,,,"Ok I'm gonna sit here, and if you want to go back up there you can",They snuggle
TRUE,2956,,6/21/22,8:30 PM,,,,,,,Ellie practices writing Jen is in between working with Ellie and helping Isabelle and Tillie Jen is super tired Ellie doesn't write while Jen is gone Ellie goes on Jen's hand to indicate she's done writing
TRUE,2957,,,,,,,,,,
,2958,B,6/22/22,9:29 PM,,,,Say hello to,,Yeah?,Jen tries to bring Isabelle away from Ellie
TRUE,2959,,6/22/22,9:29 PM,,,,,,,
,2960,D,6/22/22,9:29 PM,,,,To play,,Uh-huh,
,2961,DB,6/22/22,9:29 PM,,,,,Snuggle,"Yeah, are you ready to snuggle? Do you want to come snuggle? Thank you for sharing",Jen leaves to talk to Isabelle to get her to stop pestering Ellie
TRUE,2962,,6/22/22,9:29 PM,,,,,,Let's go snuggle Sounds good,Ellie goes on Jen's hand
TRUE,2963,,,,,,,,,,
,2964,B,6/22/22,9:48 PM,,,,Say hello to,,,
,2965,BC,6/22/22,9:48 PM,,,,,Mom,,
TRUE,2966,,6/22/22,9:48 PM,,,,,,,
,2967,AB,6/22/22,9:48 PM,,,,Temp and weather,,,
,2968,ABD,6/22/22,9:48 PM,,,,Warm,,,
,2969,ABDC,6/22/22,9:48 PM,,,,,I want to feel warm,,
TRUE,2970,,6/22/22,9:48 PM,,,,,,,Jen explains what Ellie said until this point (The session up until here was not recorded)
,2971,D,6/22/22,9:48 PM,,,,To play,,,
,2972,DE,6/22/22,9:48 PM,,,,,Writing,,
,2973,DE,6/22/22,9:48 PM,,,,,Writing,,
,2974,DE,6/22/22,9:48 PM,,,,,Writing,,
,2975,DB,6/22/22,9:48 PM,,,,,Snuggle,,
,2976,DC,6/22/22,9:48 PM,,,,,Book,,
,2977,DCB,6/22/22,9:48 PM,,,,,Touch and feel,,
TRUE,2978,,6/22/22,9:48 PM,,,,,,"Hold on (Jen goes to ""To play"" menu)",
,2979,DB,6/22/22,9:48 PM,,,,,Snuggle,,
TRUE,2980,,6/22/22,9:48 PM,,,,,,,
,2981,G,6/22/22,9:48 PM,,,,To eat,,,
,2982,GB,6/22/22,9:48 PM,,,,,A toast,,
,2983,GC,6/22/22,9:48 PM,,,,,Eggs,,
,2984,GC,6/22/22,9:48 PM,,,,,Eggs,,
,2985,GJ,6/22/22,9:48 PM,,,,,Spaghetti,What is up with you? You're doing all the things Hey,
,2986,GC,6/22/22,9:48 PM,,,,,Eggs,,
,2987,GC,6/22/22,9:48 PM,,,,,Eggs,,
,2988,GB,6/22/22,9:48 PM,,,,,A toast,,
,2989,GD,6/22/22,9:48 PM,,,,,Chop,,
,2990,GD,6/22/22,9:48 PM,,,,,Chop,,
,2991,GC,6/22/22,9:48 PM,,,,,Eggs,,
,2992,GC,6/22/22,9:48 PM,,,,,Eggs,,
,2993,GC,6/22/22,9:48 PM,,,,,Eggs,,
,2994,GC,6/22/22,9:48 PM,,,,,Eggs,,
,2995,GB,6/22/22,9:48 PM,,,,,A toast,"Ok Ok so hold on, you have a lot of things you just said So let's go back You said say hello to, mom, temp and weather, warm, I feel warm, which makes sense it's not super hot",
,2996,GB,6/22/22,9:48 PM,,,,,A toast,And now you said you want to do writing and maybe a book and you've ordered toast and eggs mostly That was a lot,This is the end of the video
TRUE,2997,,,,,,,,,,
TRUE,2998,,6/22/22,9:50 PM,,,,,,Ok so I can definitely make eggs with some chop in it And some toast We could maybe do that combo So hold on Touch touch touch touch touch I know you're going for the treat Ok let's work on it Ok let's start from scratch I think we're going to do writing and a book and [inaudible] But let's start things from scratch,
,2999,F,6/22/22,9:50 PM,,,,Games,,,
,3000,FF,6/22/22,9:50 PM,,,,,Music,,
,3001,FL,6/22/22,9:50 PM,,,,,Baby Unicorn,,
,3002,FC,6/22/22,9:50 PM,,,,,Tracing,,
,3003,FC,6/22/22,9:50 PM,,,,,Tracing,,
,3004,FL,6/22/22,9:50 PM,,,,,Baby Unicorn,,
,3005,FD,6/22/22,9:50 PM,,,,,Balloon pop,"Ok, are you just willing to do everything? Balloon pop, let's try that Do you want balloon pop or writing?","Jen is elsewhere in the room when Ellie says ""Balloon pop"" Jen comes back and opens balloon pop Ellie plays balloon pop"
,3006,E,6/22/22,9:50 PM,,,,Feeling,,Yup,
,3007,EB,6/22/22,9:50 PM,,,,,Happy,I'm glad that you're feeling happy thank you for sharing,
,3008,EB,6/22/22,9:50 PM,,,,,Happy,Thank you for sharing Ellie,
,3009,D,6/22/22,9:50 PM,,,,To play,,Uh-huh?,
,3010,DI,6/22/22,9:50 PM,,,,,Games,Yeah?,
,3011,DJ,6/22/22,9:50 PM,,,,,Cards,,
,3012,DE,6/22/22,9:50 PM,,,,,Writing,,
,3013,DE,6/22/22,9:50 PM,,,,,Writing,,
,3014,DE,6/22/22,9:50 PM,,,,,Writing,,
,3015,DE,6/22/22,9:50 PM,,,,,Writing,You want to do writing? That's what you said earlier Here Let's go back and practice our circles like we did yesterday,Ellie practices writing on the writing app Eventually Ellie leaves indicating she's done
TRUE,3016,,,,,,,,,,
,3017,L,6/23/22,9:48 AM,,,,Treats,,,
,3018,LD,6/23/22,9:48 AM,,,,,Seed ball,,
,3019,LB,6/23/22,9:48 AM,,,,,Sunflower seeds,,
,3020,LB,6/23/22,9:48 AM,,,,,Sunflower seeds,,
,3021,LB,6/23/22,9:48 AM,,,,,Sunflower seeds,,
,3022,LB,6/23/22,9:48 AM,,,,,Sunflower seeds,,
,3023,LC,6/23/22,9:48 AM,,,,,Nuts,Pick one please,
,3024,LC,6/23/22,9:48 AM,,,,,Nuts,,
,3025,LC,6/23/22,9:48 AM,,,,,Nuts,,
,3026,LB,6/23/22,9:48 AM,,,,,Sunflower seeds,,
,3027,LB,6/23/22,9:48 AM,,,,,Sunflower seeds,,
,3028,LC,6/23/22,9:48 AM,,,,,Nuts,Sunflower seed,
,3029,LB,6/23/22,9:48 AM,,,,,Sunflower seeds,,
,3030,LB,6/23/22,9:48 AM,,,,,Sunflower seeds,One more and then you're all done,
,3031,LB,6/23/22,9:48 AM,,,,,Sunflower seeds,,
,3032,LB,6/23/22,9:48 AM,,,,,Sunflower seeds,Ok You want to come help me? (Ellie goes on Jen's hand) Do you want anything else? You're all done? Ok,
TRUE,3033,,,,,,,,,,
,3034,L,6/23/22,10:06 AM,,,,Treats,,No more treats,
,3035,LB,6/23/22,10:06 AM,,,,,Sunflower seeds,I know We already had treats You already had three treats,
,3036,LD,6/23/22,10:06 AM,,,,,Seed ball,Yeah so we're going to have to do something else What else do you want to do?,
,3037,L,6/23/22,10:06 AM,,,,Treats,,I know No more treats But we can do something else Hold on,
,3038,LC,6/23/22,10:06 AM,,,,,Nuts,I know,
TRUE,3039,,6/23/22,10:06 AM,,,,,,,
,3040,F,6/23/22,10:06 AM,,,,Games,,Pick a game,Ellie walks away then comes back
,3041,FK,6/23/22,10:06 AM,,,,,Coloring,,
,3042,FK,6/23/22,10:06 AM,,,,,Coloring,"Yeah you want to do some coloring? That's what I was thinking Ok, here",Ellie doesn't play the coloring game and looks outside instead
TRUE,3043,,6/23/22,10:06 AM,,,,,,"Ellie, you want to go see them? You want to go out and see what he's doing? Come on Let's do an outside walk ","Jen goes to ""Say hello to"" menu"
TRUE,3044,,6/23/22,10:06 AM,,,Learning practice,,Outside walk,Yeah let's do it,Ellie goes on Jen's hand and they go outside
TRUE,3045,,,,,,,,,,
,3046,C,6/23/22,10:00 PM,,,,Experience,,,Ellie hits the experience menu accidentally as Jen brings her play stand closer to the tablet
,3047,CD,6/23/22,10:00 PM,,,,,Touch,Yeah?,
,3048,CB,6/23/22,10:00 PM,,,,,Mom,,
,3049,CD,6/23/22,10:00 PM,,,,,Touch,You want to touch mom? Come on (Jen holds out her hand but Ellie does not climb on it) It's so late I am so tired We've had roofers for two weeks and we are so tired We've already snuggled for an hour and a half You and I can go hang out for a minute more if you want,Ellie goes on Jen's hand and eats a treat
TRUE,3050,,,,,,,,,,
,3051,CB,6/23/22,10:15 PM,,,,,Mom,,
,3052,CB,6/23/22,10:15 PM,,,,,Mom,,
,3053,CB,6/23/22,10:15 PM,,,,,Mom,,Interaction was not recorded up to this point
TRUE,3054,,6/23/22,10:15 PM,,,,,,,Ellie does not interact with the tablet for 50 seconds before doing the want gesture
,3055,CI,6/23/22,10:15 PM,,,,,Isabelle,,
,3056,CI,6/23/22,10:15 PM,,,,,Isabelle,"Yeah, that is Isabelle","Isabelle is in her cage, behind the tablet"
,3057,CI,6/23/22,10:15 PM,,,,,Isabelle,"Yeah? Uh-huh We're so tired I think you want Isabelle somewhere else Ok girls, we're going to sleep, love you",
TRUE,3058,,,,,,,,,,
,3059,L,6/24/22,10:36 AM,,,,Treats,,,
,3060,LB,6/24/22,10:36 AM,,,,,Sunflower seeds,,
,3061,LC,6/24/22,10:36 AM,,,,,Nuts,,
,3062,LD,6/24/22,10:36 AM,,,,,Seed ball,,
,3063,LB,6/24/22,10:36 AM,,,,,Sunflower seeds,,The session was not recorded until now
,3064,LG,6/24/22,10:36 AM,,,,,Almond,,
,3065,LB,6/24/22,10:36 AM,,,,,Sunflower seeds,,
,3066,LC,6/24/22,10:36 AM,,,,,Nuts,Sunflower seeds and nuts Pick one,
TRUE,3067,,6/24/22,10:36 AM,,,,,,"Sunflower seed, ok",
,3068,D,6/24/22,10:36 AM,,,,To play,,Yeah?,
,3069,DC,6/24/22,10:36 AM,,,,Book,,You want a book?,
,3070,DCD,6/24/22,10:36 AM,,,,,Pop Up,A pop-up book? Ok Let's see,
,3071,DCB,6/24/22,10:36 AM,,,,,Touch and feel,"Well, we have both",
TRUE,3072,,6/24/22,10:36 AM,,,,,,Ok,
TRUE,3073,,6/24/22,10:36 AM,,,,,,Pop-up unicorn? Ok,
TRUE,3074,,6/24/22,10:36 AM,,,,,,"Pop-up unicorn, ok",They read the book
,3075,J,6/24/22,10:36 AM,,,,Music,,,
,3076,JF,6/24/22,10:36 AM,,,,,Oldies,,
,3077,JE,6/24/22,10:36 AM,,,,,Dance,Oldies dance?,
,3078,JC,6/24/22,10:36 AM,,,,,Piano,,
,3079,JF,6/24/22,10:36 AM,,,,,Oldies,Oldies? Ok (Jen plays oldies music),
,3080,JE,6/24/22,10:36 AM,,,,,Dance,,
,3081,JF,6/24/22,10:36 AM,,,,,Oldies,,
,3082,JB,6/24/22,10:36 AM,,,,,Bach & Vivaldi,,
,3083,A ,6/24/22,10:36 AM,,,,Talk about,,,
,3084,AB ,6/24/22,10:36 AM,,,,Temp and weather,,,
,3085,ABC,6/24/22,10:36 AM,,,,Hot,,"Yeah? You want to go see outside? He's out there, you want to go see?",Ellie goes on Jen's shoulder This session continues in the next video
TRUE,3086,,,,,,,,,,
TRUE,3087,,6/24/22,10:42 AM,,,,,,,"Jen goes to the ""Type"" menu and they practice typing Eventually, Ellie exits the Type menu"
TRUE,3088,,6/24/22,10:42 AM,,,,,,,
,3089,C,6/24/22,10:42 AM,,,,Experience,,,
,3090,CD,6/24/22,10:42 AM,,,,,Touch,,
,3091,CD,6/24/22,10:42 AM,,,,,Touch,,
,3092,CI,6/24/22,10:42 AM,,,,,Isabelle,"You want to touch Isabelle? You want to bite her I know you keep trying to bite her We can't bite our sisters Not ok Come one, let's go outside",Ellie goes on Jen's hand They go outside
TRUE,3093,,,,,,,,,,
,3094,A,6/25/22,8:20 PM,,,,Talk about,,,Session location: on a table
,3095,AG,6/25/22,8:20 PM,,,,,Math,,
,3096,AG,6/25/22,8:20 PM,,,,,Math,You want to do some math? We could do some math Ok,
,3097,AB,6/25/22,8:20 PM,,,,Temp and weather,,"Mhm let's get some math going, one second You want to look at some writing with me? (Jen is looking at writing apps on a different tablet)",Jen looks at writing apps while Ellie walks around
TRUE,3098,,6/25/22,8:20 PM,,,,,,,Ellie practices writing on a new writing app
,3099,D,6/25/22,8:20 PM,,,,To play,,"Yeah, what do you want to play?",
,3100,DC,6/25/22,8:20 PM,,,,Book,,A book? You already did a book You want to do another one?,
,3101,DCE,6/25/22,8:20 PM,,,,Reading book,,Yeah? You want to work on some sight words here?,Ellie works on spelling through a spelling app
TRUE,3102,,,,,,,,,,
TRUE,3103,,6/25/22,8:34 PM,,,,,,,Ellie works on spelling through a spelling app Eventually Ellie leaves and goes on Jen's shoulder
TRUE,3104,,,,,,,,,,
,3105,L,6/25/22,8:37 PM,,,,Treats,,Mhm,Session location: on a table
,3106,LF,6/25/22,8:37 PM,,,,,Medicine,,
,3107,LE,6/25/22,8:37 PM,,,,,Mango,You're just picking those because they're really close to you Go pick something else,"Ellie taps on ""Sunflower seeds"" but the app doesn't register it"
TRUE,3108,,6/25/22,8:37 PM,,,,,,"There you go, sunflower seed (Jen feeds Ellie a sunflower seed)",
TRUE,3109,,,,,,,,,,
,3110,LC,6/25/22,8:38 PM,,,,,Nuts,Here's a nut (Jen feeds Ellie a nut),
,3111,LF,6/25/22,8:38 PM,,,,,Medicine,,
,3112,LF,6/25/22,8:38 PM,,,,,Medicine,,
,3113,LF,6/25/22,8:38 PM,,,,,Medicine,"Ok, I don't think you need medicine because you don't usually have medicine Let's go back here and let me get you some treats",Jen and Ellie leave to get some cheese
,3114,L,6/25/22,8:38 PM,,,,Treats,,Yeah?,
,3115,LC,6/25/22,8:38 PM,,,,,Nuts,,
,3116,LC,6/25/22,8:38 PM,,,,,Nuts,,
,3117,LD,6/25/22,8:38 PM,,,,,Seed ball,,
,3118,LC,6/25/22,8:38 PM,,,,,Nuts,,
,3119,LC,6/25/22,8:38 PM,,,,,Nuts,"Nuts nuts nuts, ok hold on Ok cutie, let's go back here","Jen presses back and goes to the ""Talk about"" menu and prompts Ellie to go to the ""Type"" menu Ellie practices typing The tablet dies, so Jen turns on another tablet Ellie goes on Jen's shoulder"
TRUE,3120,,,,,,,,,,
,3121,L,6/26/22,9:58 AM,,,,Treats,,,Jen is out of the room
,3122,LB,6/26/22,9:58 AM,,,,,Sunflower seeds,,Jen is in the room
TRUE,3123,,6/26/22,9:58 AM,,,,,,,
,3124,E,6/26/22,9:58 AM,,,,Feeling,,,
,3125,EB,6/26/22,9:58 AM,,,,,Happy,,
,3126,EC,6/26/22,9:58 AM,,,,,Excited,,Everything from now on is from the video
,3127,EB,6/26/22,9:58 AM,,,,,Happy,,
,3128,EB,6/26/22,9:58 AM,,,,,Happy,,
,3129,EC,6/26/22,9:58 AM,,,,,Excited,,
,3130,EB,6/26/22,9:58 AM,,,,,Happy,,
,3131,EC,6/26/22,9:58 AM,,,,,Excited,,
TRUE,3132,,6/26/22,9:58 AM,,,,,,,
,3133,D,6/26/22,9:58 AM,,,,To play,,,
,3134,DI,6/26/22,9:58 AM,,,,,Games,,
,3135,DI,6/26/22,9:58 AM,,,,,Games,,
,3136,DI,6/26/22,9:58 AM,,,,,Games,,
,3137,DI,6/26/22,9:58 AM,,,,,Games,,
,3138,FC,6/26/22,9:58 AM,,,,,Tracing,Yeah ok let's do it You can play a tracing game if you want I have to head out,Jen navigated to games
TRUE,3139,,,,,,,,,,
TRUE,3140,,6/26/22,9:59 AM,,,,,,,"Jen needs to leave, so she leaves Ellie with some treats and the tracing game open on the tablet "
TRUE,3141,,,,,,,,,,
TRUE,3142,,6/26/22,9:59 AM,,,,,,,Ellie does not seem to show interest in the tracing game
TRUE,3143,,,,,,,,,,
,3144,L,6/26/22,8:32 PM,,,,Treats,,,Session location: on a table   ACTUAL DURATION: 0:36    
TRUE,3145,,6/26/22,8:32 PM,,,,,,,"Ellie flies somewhere out of the camera view, maybe onto Jen's shoulder? Ellie does not interact with the tablet any more."
TRUE,3146,,,,,,,,,,
TRUE,3147,,6/27/22,11:29 AM,,,,,,,
,3148,E,6/27/22,11:29 AM,,,,Feeling,,Yeah?,
,3149,EB,6/27/22,11:29 AM,,,,,Happy,,
TRUE,3150,,6/27/22,11:29 AM,,,,,,,
,3151,G,6/27/22,11:29 AM,,,,To eat,,,
,3152,GG,6/27/22,11:29 AM,,,,,Cook breakfast,,"Jen goes back to the ""Feeling"" menu"
,3153,EB,6/27/22,11:29 AM,,,,,Happy,Thank you,
,3154,A,6/27/22,11:29 AM,,,,Talk about,,,
,3155,AB,6/27/22,11:29 AM,,,,,Temp and weather,,
,3156,ABD,6/27/22,11:29 AM,,,,Warm,,,
,3157,ABDC,6/27/22,11:29 AM,,,,,I want to feel warm,,
,3158,ABDC,6/27/22,11:29 AM,,,,,I want to feel warm,You want to feel warm?,
,3159,ABD,6/27/22,11:29 AM,,,,Warm,,,
,3160,ABDC,6/27/22,11:29 AM,,,,,I want to feel warm,,
,3161,ABDC,6/27/22,11:29 AM,,,,,I want to feel warm,Yeah?,
,3162,ABDB,6/27/22,11:29 AM,,,,,I feel warm,,
,3163,ABDB,6/27/22,11:29 AM,,,,,I feel warm,"You're feeling good? Ok, awesome High five I'm so glad to hear it (Jen gets out letter cards) I'm going to give you cheese for all the ones you get right the first time Ready?",
TRUE,3164,,6/27/22,11:29 AM,,,,,,Nope,
TRUE,3165,,6/27/22,11:29 AM,,,,,,Good! Ready?,
TRUE,3166,,6/27/22,11:29 AM,,,,,,You don't want to do these? A B A B (Jen shows Ellie the corresponding cards),
TRUE,3167,,6/27/22,11:29 AM,,,,,,So I'm just going to tell them to you and then I'll give you treats for touching (Jen does this) Good job!,
TRUE,3168,,6/27/22,11:29 AM,,,,,,Good,
TRUE,3169,,6/27/22,11:29 AM,,,,,,Good Ready?,
TRUE,3170,,6/27/22,11:29 AM,,,,,,,
TRUE,3171,,6/27/22,11:29 AM,,,,,,Good,
TRUE,3172,,6/27/22,11:29 AM,,,,,,Good,
TRUE,3173,,6/27/22,11:29 AM,,,,,,"Touch L and J (ellie touches both) You did great! Thank you so much for playing, high five Ok, next we're going to do a book","They read the book When they start, Jen opens the ""Experience"" menu on the tablet"
TRUE,3174,,6/27/22,11:29 AM,,,Learning practice,,Isabelle,,
TRUE,3175,,6/27/22,11:29 AM,,,Learning practice,,Tillie,,
TRUE,3176,,6/27/22,11:29 AM,,,Learning practice,,Ellie,There's a painter right there and Ellie is definitely not in her game We're going to try though,
TRUE,3177,,6/27/22,11:29 AM,,,Learning practice,,Isabelle,,
TRUE,3178,,6/27/22,11:29 AM,,,Learning practice,,Isabelle,"That's right! That's Isabelle, good job!",
TRUE,3179,,6/27/22,11:29 AM,,,Learning practice,,Isabelle,,
TRUE,3180,,6/27/22,11:29 AM,,,Learning practice,,Tillie,,
TRUE,3181,,6/27/22,11:29 AM,,,Learning practice,,Tillie,"That's right, that's Tillie, good job",
TRUE,3182,,6/27/22,11:29 AM,,,Learning practice,,Mom,,
TRUE,3183,,6/27/22,11:29 AM,,,Learning practice,,Ellie,Good job! Ready?,They go back to the book
TRUE,3184,,6/27/22,11:29 AM,,,Learning practice,Experience,,That's right! That's exactly where you find your sisters' names ,They go back to the book They don't finish it
TRUE,3185,,6/27/22,11:29 AM,,,,,,"You want to go outside? We can go outside, we'll finish this later",Ellie goes on Jen's shoulder
TRUE,3186,,,,,,,,,,
,3187,F,6/27/22,8:08 PM,,,,Games,,Yeah Games are fun,
,3188,FC,6/27/22,8:08 PM,,,,,Tracing,,
,3189,FC,6/27/22,8:08 PM,,,,,Tracing,,
,3190,FC,6/27/22,8:08 PM,,,,,Tracing,Ok (Jen opens the tracing game),Ellie plays the tracing game
TRUE,3191,,,,,,,,,,
,3192,L,6/27/22,8:16 PM,,,,Treats,,,
,3193,LB,6/27/22,8:16 PM,,,,,Sunflower seeds,"Ok, so a sunflower seed (Jen feeds Ellie a sunflower seed) Goodnight I love you",
TRUE,3194,,,,,,,,,,
,3195,E,6/28/22,10:59 AM,,,,Feeling,,Yeah?,
TRUE,3196,,6/28/22,10:59 AM,,,,,,Ok,Ellie goes on Jen's hand and they go outside.
TRUE,3197,,,,,,,,,,
,3198,K,6/28/22,9:14 PM,,,,Cartoons,,Yeah?,
,3199,KC,6/28/22,9:14 PM,,,,,Cloudbabies,You want to watch cloud babies? Ok,
,3200,KC,6/28/22,9:14 PM,,,,,Cloudbabies,"Ok, let's watch cloud babies",
,3201,L,6/28/22,9:14 PM,,,,Treats,,Uh-huh,
,3202,LB,6/28/22,9:14 PM,,,,,Sunflower seeds,"Ok, here's a sunflower seed (Jen feeds Ellie a sunflower seed)",
,3203,LB,6/28/22,9:14 PM,,,,,Sunflower seeds,,
,3204,LB,6/28/22,9:14 PM,,,,,Sunflower seeds,"Ok, you get one more free treat You can go back there if you want one One more treat if you want",
,3205,L,6/28/22,9:14 PM,,,,Treats,,,
,3206,LB,6/28/22,9:14 PM,,,,,Sunflower seeds,"Last one, good pick I'll find a big one for you Here is your last sunflower seed Ok, something else now",
,3207,L,6/28/22,9:14 PM,,,,Treats,,No more treats,
,3208,L,6/28/22,9:14 PM,,,,Treats,,"No more treats, you have to pick something else",
,3209,K,6/28/22,9:14 PM,,,,Cartoons,,Yup,
,3210,KC,6/28/22,9:14 PM,,,,,Cloudbabies,,
,3211,KC,6/28/22,9:14 PM,,,,,Cloudbabies,"You want to watch cloud babies? Ok, we'll watch cloud babies and then go to sleep No problem High five Let's do it",They watch the cartoon
TRUE,3212,,,,,,,,,,
TRUE,3213,,6/28/22,9:37 PM,,,,,,,They watch the cartoon
TRUE,3214,,,,,,,,,,
,3215,LB,6/29/22,6:46 PM,,,,,Sunflower seeds,,
,3216,LB,6/29/22,6:46 PM,,,,,Sunflower seeds,,
,3217,LB,6/29/22,6:46 PM,,,,,Sunflower seeds,,
,3218,LB,6/29/22,6:46 PM,,,,,Sunflower seeds,,
,3219,LB,6/29/22,6:46 PM,,,,,Sunflower seeds,,
,3220,LB,6/29/22,6:46 PM,,,,,Sunflower seeds,,
,3221,LB,6/29/22,6:46 PM,,,,,Sunflower seeds,,
,3222,LG,6/29/22,6:46 PM,,,,,Almond,,
,3223,LG,6/29/22,6:46 PM,,,,,Almond,,
,3224,LG,6/29/22,6:46 PM,,,,,Almond,,
,3225,LG,6/29/22,6:46 PM,,,,,Almond,,
,3226,LB,6/29/22,6:46 PM,,,,,Sunflower seeds,,
,3227,LB,6/29/22,6:46 PM,,,,,Sunflower seeds,,
,3228,LB,6/29/22,6:46 PM,,,,,Sunflower seeds,,
,3229,LB,6/29/22,6:46 PM,,,,,Sunflower seeds,,
,3230,LG,6/29/22,6:46 PM,,,,,Almond,,
,3231,LG,6/29/22,6:46 PM,,,,,Almond,,
,3232,LG,6/29/22,6:46 PM,,,,,Almond,,
,3233,L,6/29/22,6:46 PM,,,,Treats,,,Video doesn't start until now
,3234,LG,6/29/22,6:46 PM,,,,,Almond,"You want an almond? An almond is really big If you get an almond that'll be your whole treat Here's an almond, but no more treats after that We can do something else Here you go (Jen gives Ellie an almond)",Ellie eats the almond then walks away from the tablet.
TRUE,3235,,,,,,,,,,
,3236,H,6/29/22,7:06 PM,,,,To drink,,,
,3237,HB,6/29/22,7:06 PM,,,,,Water,,
TRUE,3238,,6/29/22,7:06 PM,,,,,,,
,3239,A,6/29/22,7:06 PM,,,,Talk about,,"Hey Ellie, you want some water? I need some water, hold on, I'll be right back (Jen leaves the room for 0:50, then comes back with water) Are you good? (Jen leaves to give some water to Isabelle)","Video doesn't start until now Ellie drinks the water Jen thinks that sometimes Ellie orders something for someone else, since Isabelle is having a hard time and really liked the warm water. Ellie walks away from the tablet. Prosocial behavior?"
TRUE,3240,,,,,,,,,,
TRUE,3241,,6/29/22,9:04 PM,,,,,,You're good? Ok. You ready? Hi. High five.,Ellie doesn't drink the water. Jen gets out the tablet.
,3242,L,6/29/22,9:04 PM,,,,Treats,,You've already had an almond and some seeds. You get three treats per day. One two three. You already got three!,
,3243,L,6/29/22,9:04 PM,,,,Treats,,"I know. Nope, got to do something else.",
,3244,L,6/29/22,9:04 PM,,,,Treats,,,
,3245,LE,6/29/22,9:04 PM,,,,,Mango,Do you want to talk about ..,"Jen goes to the ""Feeling"" menu."
,3246,EB,6/29/22,9:04 PM,,,,Happy,,,
,3247,EB,6/29/22,9:04 PM,,,,Happy,,"Yay, glad to hear it. And..",
,3248,A,6/29/22,9:04 PM,,,,Talk about,,,
TRUE,3249,,6/29/22,9:04 PM,,,,,,,
,3250,A,6/29/22,9:04 PM,,,,Talk about,,Uh-huh.,
,3251,AB,6/29/22,9:04 PM,,,,Temp and weather,,,
,3252,ABC,6/29/22,9:04 PM,,,,Hot,,,
,3253,ABCB,6/29/22,9:04 PM,,,,,I feel hot,,
,3254,ABCB,6/29/22,9:04 PM,,,,,I feel hot,,
,3255,ABCB,6/29/22,9:04 PM,,,,,I feel hot,,
,3256,ABCB,6/29/22,9:04 PM,,,,,I feel hot,Yeah?,
,3257,ABE,6/29/22,9:04 PM,,,,Cool,,,
,3258,ABED,6/29/22,9:04 PM,,,,,Cool inside,Yeah?,
,3259,ABEB,6/29/22,9:04 PM,,,,,I feel cool,,
,3260,ABEB,6/29/22,9:04 PM,,,,,I feel cool,Yeah? Thank you for sharing. I'm glad you feel cool.,
,3261,ABEB,6/29/22,9:04 PM,,,,,I feel cool,Yeah? Good job.,
,3262,ABC,6/29/22,9:04 PM,,,,Hot,,,
,3263,ABCB,6/29/22,9:04 PM,,,,,I feel hot,,
,3264,ABCB,6/29/22,9:04 PM,,,,,I feel hot,Yeah?,
,3265,ABCB,6/29/22,9:04 PM,,,,,I feel hot,,
,3266,ABCB,6/29/22,9:04 PM,,,,,I feel hot,Ok.,
,3267,ABC,6/29/22,9:04 PM,,,,Hot,,,
,3268,ABCB,6/29/22,9:04 PM,,,,,I feel hot,Yeah?,
,3269,ABCB,6/29/22,9:04 PM,,,,,I feel hot,,
