EXCLUDE,Line Number,Location path code,Date/Video Link,Time of Day/ Timestamp,Context,Caregiver Question,Menu,Destination Word,,,Caregiver Response,Comments,
,1747,JEGC,,,,,,I want to feel afraid,,,,,
,1748,JEGB,,,,,,I feel afraid,,,,,
,1749,JEGB,,,,,,I feel afraid,,,"Yeah, let me go move some things (in the room)",,
,1750,JEGA,,,,,Back,,,,,,
,1751,H,,,,,Memory and time,,,,yeah,Jen goes to move things,
TRUE,1752,,,,,,,,,,,,
,1753,H,20231216_105159,10:51 AM,"Morning lesson / just returned from a week at the vet's boarding; the room had mold, now it's painted and has a new floor",,Memory and Time,,,,let's finish this,Menu already open,
,1754,HB,12.16.23,10:51 AM,,What do you want to say?,Time,,,,uh huh,,
,1755,HBC,12.16.23,10:51 AM,,What's up,,Yesterday,,,"Yeah? Yesterday Ellie was here, your babysitter",,
,1756,HBC,,,,,,Yesterday,,,,,
,1757,HBC,,,,,,Yesterday,,,uh huh,,
,1758,HBD,12.16.23,10:51 AM,,,,Today,,,,,
,1759,HBD,,,,,,Today,,,,,
,1760,HBE,12.16.23,10:51 AM,,,,Tomorrow,,,,,
,1761,HBD,12.16.23,10:51 AM,,,,Today,,,,,
,1762,HBC,12.16.23,10:51 AM,,,,Yesterday,,,Yeah?,,
,1763,HBD,12.16.23,10:51 AM,,,,Today,,,Yeah?,,
,1764,HBD,12.16.23,10:51 AM,,,,Today,,,,,
,1765,HBC,12.16.23,10:51 AM,,,,Yesterday,,,uh huh? And then what?,,
,1766,HBC,,,,,,Yesterday,,,,,
,1767,HBC,,,,,,Yesterday,,,,,
,1768,HBC,,,,,,Yesterday,,,uh huh? And then what?,"Ellie exits out while Jen adjusts tablet, Jen brings it back here",
,1769,HBA,,,,,Back,,,,,,
,1770,HBD,12.16.23,10:51 AM,,"Okay, what's up",,Today,,,uh huh,,
,1771,HBC,12.16.23,10:51 AM,,,,Yesterday,,,uh huh? And then what?,,
,1772,HBE,12.16.23,10:51 AM,,"Keep going, keep going, what's up? Keep going keep going what's up?",,Tomorrow,,,,prompting after some NC touches,
,1773,HBE,,,,,,Tomorrow,,,uh huh? And then what?,,
,1774,HBC,12.16.23,10:51 AM,,,,Yesterday,,,,,
,1775,HBL,12.16.23,10:51 AM,,keep going,,No like,,,,,
,1776,HBK,12.16.23,10:51 AM,,,,Like,,,what's up,,
,1777,HBK,12.16.23,10:51 AM,,,,Like,,,mmm hmm,,
,1778,HBE,12.16.23,10:51 AM,,,,Tomorrow,,,,,
,1779,HBD,12.16.23,10:51 AM,,,,Today,,,,,
,1780,HBC,12.16.23,10:51 AM,,,,Yesterday,,,uh huh,NC touch today like,
,1781,HBE,12.16.23,10:51 AM,,"uh huh, keep going",,Tomorrow,,,,,
,1782,HBK,,,,,,Like,,,uh huh,Jen clears prior words off top of screen,
,1783,HBE,12.16.23,10:51 AM,,keep going,,Tomorrow,,,,,
,1784,HBD,12.16.23,10:51 AM,,,,Today,,,You're really distracted because there's a lot of wind...,,
,1785,HBE,12.16.23,10:51 AM,,,,Tomorrow,,,,,
,1786,HBE,12.16.23,10:51 AM,,,,Tomorrow,,,,,
,1787,HBE,12.16.23,10:51 AM,,,,Tomorrow,,,And then what? What's next?,,
,1788,HBE,12.16.23,10:51 AM,,,,Tomorrow,,,,,
,1789,HBE,,,,,,Tomorrow,,,And then what - tell me some more - tell me more,NC touches,
,1790,HBI,12.16.23,10:51 AM,,Keep going keep going keep going,,Look at pictures,,,,,
,1791,HBE,12.16.23,10:51 AM,,,,Tomorrow,,,Yeah?,,
,1792,HBC,12.16.23,10:51 AM,,Keep going keep going,,Yesterday,,,uh huh,,
,1793,HBC,12.16.23,10:51 AM,,Keep going keep going,,Yesterday,,,uh huh,,
,1794,HBR,12.16.23,10:51 AM,,Keep going ,,Body,,,,,
,1795,HBR,,,,,,Body,,,,,
,1796,HBR,,,,,,Body,,,,,
,1797,HBL,12.16.23,10:51 AM,,,,No like,,,Yeah,several NC touches body no like...,
,1798,HBC,12.16.23,10:51 AM,,,,Yesterday,,,,,
,1799,HBD,12.16.23,10:51 AM,,,,Today,,,uh huh,,
,1800,HBK,12.16.23,10:51 AM,,,,Like,,,uh huh,nc tomorrow,
,1801,HBC,12.16.23,10:51 AM,,,,Yesterday,,,,,
,1802,HBD,12.16.23,10:51 AM,,,,Today,,,uh huh,,
,1803,HBE,12.16.23,10:51 AM,,,,Tomorrow,,,uh huh,,
,1804,HBD,12.16.23,10:51 AM,,and then what,,Today,,,,,
,1805,HBD,,,,,,Today,,,,,
,1806,HBD,,,,,,Today,,,Okay what's up,,
,1807,HBC,12.16.23,10:51 AM,,,,Yesterday,,,OK what's next?,,
,1808,HBL,12.16.23,10:51 AM,,,,No like,,,Yeah,maybe bc I interrupted her?,
,1809,HBI,12.16.23,10:51 AM,,,,Look at pictures,,,"uh huh, you want to look at pictures? ","I look at pictures of the room restoration/renovation with her; their room has new floor because of mold; I explain that there was water on the ground; they just got back from a week at the vet / afterwards Ellie says she's mad because she was at Dr. Heather's while I was gone-Jen navigates to Talk About, Yes and No",
,1810,AGC,,,,Are you mad because Mom went outside,,No,,,,,
,1811,AGC,,,,,,No,,,,,
,1812,AGB,,,,Are you mad about Dr. Heather - because you went to Dr. Heathers?,,Yes ,,,,,
,1813,AGB,,,,,,Yes,,,,,
,1814,AGB,,,,"Did you miss Mom, did you feel sad? Did you feel sad when you were seeing Dr. Heather and Mom was gone?",,Yes,,,Awww. I felt sad too. ,NCs,
,1815,AGC,,,,,,No,,,Yeah,,
,1816,AGC,,,,Do you like Cori? Do you like Cori,,No,,,,,
,1817,AGB,,~7m,,,,Yes,,,Yeah,,
,1818,AGC,,,,"Who do you want more, do you want Cori or Dr. Heather? ",,No,,,Hold on a second,"Jen writes Cori & Dr Heather on cards, asks which is favorite when Mom is gone, Ellie picks Cori:)  Twice:) Jen navigates to do some writing with Ellie. She shows example of what to write about - things that make Jen happy - outside and plants, then asks Ellie to pick what she wants to write about. Jen navigates to about me.",
,1819,JD,12.16.23,10:51 AM,,,Body,,,,,,
,1820,JDI,,,,,,I feel good,,,,,
,1821,JDI,12.16.23,10:51 AM,,,,I feel good,,,,,
,1822,JDI,12.16.23,10:51 AM,,,,I feel good,,,Do you want to write about things that make you feel good about your body?,,
,1823,JDI,12.16.23,10:51 AM,,,,I feel good,,,Good! Let's write about things that make you feel good! Let's talk about things that make you feel good. ,Jen navigates to the yes/no menu,
,1824,AGB,,,,Do you want to write about your body feeling good? Do you want to write about things that make your body feel good?,,Yes,,,Okay,Let's think of what kinds of things that make you feel good.,
,1825,AGB,,,,Do apples make you feel good?,,Yes,,,,Jen goes to get something to be able to write things down - NC no,
,1826,AGH,,,,,,Like,,,"I'll be right back - I'm going to write down some things that might make you feel good but I'll be right back. You know what, let's start here.",Jen navigates to paint app so Ellie can write,
,1827,AGC,,,,Do apples make you feel good?,,No,,,You said yes a minute ago,,
,1828,AGE,,,,Do apples make you feel good?,,Something else,,,,,
,1829,AGE,,,,,,Something else,,,okay,,
,1830,AGC,,,,Do treats make your body feel good?,,No,,,,,
,1831,AGC,,,,,,No,,,Okay,,
,1832,AGC,,,,Does cheese make your body feel good?,,No,,,No?,,
,1833,AGC,,,,Do you feel good today?,,No,,,,,
,1834,AGC,,,,,,No,,,,,
,1835,AGB,,,,,,Yes,,,,,
,1836,AGC,,,,,,No,,,hmmm. You don't want to do this? hmm let's try,,
,1837,AGD,,,,Do pine nuts make your body feel good?,,I'm not sure,,,,nc something else,
,1838,AGB,,,,,,Yes,,,,,
,1839,AGE,,,,,,Something else,,,um,,
,1840,AGD,,,,What about tofu?,,I'm not sure,,,,,
,1841,AGC,,,,Does tofu make your body feel good?,,No,,,"Okay, so, hmmm",,
,1842,AGI,,,,,,No like,,,,,
,1843,AGI,,,,,,No like,,,okay okay,,
,1844,AGC,,,,,,No,,,Are you afraid about this,Jen moves the whiteboard that maybe Ellie didn't like,
,1845,AGE,,,,,,something else,,,"Okay, you talk to me",Jen navigates back to main,
,1846,J,,,,,About me,,,,,,
,1847,JE,,,,,Feeling,,,,yeah,,
,1848,JEB,,,,,,Happy,,,,,
,1849,JEBC,,,,,,I feel happy,,,,Jen navigates back to the yes/no menu,
,1850,AGB,,,,Does feeling happy make your body feel good? Does feeling happy make your body feel good?,,Yes,,,,,
,1851,AGB,,,,,,Yes,,,okay,,
,1852,AGC,,,,Do you want to talk about feeling happy?,,No,,,,,
,1853,AGB,,,,Do you want to write about feeling happy? Things that make you feel happy?,,Yes,,,"okay, sounds good, let's do that",,
,1854,AGC,,,,What kinds of things make you feel happy? Do apples make you feel happy?,,No,,,,,
,1855,AGB,,,,Do pine nuts do nuts make you feel happy?,,Yes,,,okay,,
,1856,AGC,,,,,,no,,,,,
,1857,AGC,,,,,,no,,,,,
,1858,AGC,,,,Does tofu,,no,,,,,
,1859,AGC,,,,,,no,,,,,
,1860,AGC,,,,What's up,,no,,,,,
,1861,AGC,,,,,,no ,,,,,
,1862,AGC,,,,,,no,,,,,
,1863,AGE,,,,What's up? Do you hear the wind?,,something else,,,,nc yes after wind,
,1864,AGC,,,,Does Mom make you feel happy,,no,,,,,
,1865,AGE,,,,,,something else,,,,,
,1866,AGB,,,,Does Cori make you feel happy?,,yes,,,,,
,1867,AGB,,,,,,yes,,,"Okay, well, we can practice writing Cori",,
,1868,AGC,,,,Does Mom make you feel happy?,,no,,,,nc yes,
,1869,AGB,,,,,,yes,,,no yes? um,,
,1870,AGD,,,,Does tofu make you feel happy? Does tofu make you feel happy?,,I'm not sure,,,"Okay, let's do this",,
,1871,AGC,,,,Do books make you feel happy?,,No,,,,,
,1872,AGB,,,,,,yes,,,,,
,1873,AGC,,,,,,No,,,,,
,1874,AGB,,,,Do books make you feel happy? Yes or no? Books books books,,yes,,,"Okay, books make you feel happy, Cori makes you feel happy, does writing make you feel happy? Are you all done? Okay, we're going to figure it all out now.",Ellie exited out of the speech board,
TRUE,1875,,,,,,,,,,,,
,1876,H,20231219_185315,6:53,Evening lesson-before video started,,Memory and time,,,,,,
,1877,HB,12.19.23,6:53,,,Time,,,,,,
,1878,HBG,12.19.23,6:53,,,,Past,,,,,
,1879,HBG,12.19.23,6:53,,,,Past,,,,video starts here,
,1880,J,12.19.23,6:53,,,About me,,,,yeah,,
,1881,JD,12.19.23,6:53,,,Body,,,,,,
,1882,JDC,12.19.23,6:53,,,,Tummy,,,,,
,1883,JDB,12.19.23,6:53,,,,Head,,,,,
,1884,T2JDH,12.19.23,6:53,,,,Back,,,yeah,,
,1885,T2JDH,12.19.23,6:53,,,,Back,,,,,
,1886,T2JDH,12.19.23,6:53,,,,Back,,,,Jen swaps tablets to the updated one,
,1887,JDI,12.19.23,6:53,,,,I feel good,,,I'm glad,,
,1888,JDH,12.19.23,6:53,,,,Today,,,,,
,1889,JDI,12.19.23,6:53,,,,I feel good,,,,,
,1890,JDH,12.19.23,6:53,,,,Today,,,,,
,1891,JDH,12.19.23,6:53,,,,Today,,,,,
,1892,JDI,12.19.23,6:53,,,,I feel good,,,You feel good today?,,
,1893,JDJ,12.19.23,1m26s in,,,,Ouch,,,Thank you Ellie! I'm going now but I'll be back later!,Tells Ellie she can push back and keep going,
,1894,JDH,12.19.23,6:53,,,,Today,,,,,
,1895,JDH,12.19.23,6:53,,,,today,,,uh huh,,
,1896,H,12.19.23,35m,Jen returns and navigates back to main,How are we doing? ,Memory and time,,,,yeah,,
,1897,HB,12.19.23,6:53,,,Time,,,,uh huh,,
,1898,HBO,12.19.23,6:53,,,,Happy,,,"Aww I'm glad Ellie, thank you for sharing",,
,1899,HBP,12.19.23,6:53,Jen is tidying the room and not near her,,,Sad,,,,,
,1900,HBO,12.19.23,6:53,,,,Happy,,,,,
,1901,HBP,12.19.23,6:53,,,,Sad,,,I know,,
,1902,HBO,12.19.23,6:53,,,,Happy,,,Tonight we're gonna sleep and then tomorrow we're gonna (?),,
,1903,HBP,12.19.23,6:53,,,,Sad,,,,,
,1904,HBP,12.19.23,6:53,,,,Sad,,,,,
,1905,HBH,12.19.23,6:53,,,,Future,,,yeah,,
,1906,HBH,12.19.23,6:53,,,,Future,,,,,
,1907,HBO,12.19.23,6:53,Still cleaning and not near her,,,Happy,,,"I'm so glad, Ellie. I'm so happy you're happy",,
,1908,HBO,12.19.23,6:53,,,,Happy,,,,,
,1909,HBQ,12.19.23,6:53,,,,Afraid,,,,,
,1910,HBC,12.19.23,6:53,,,,Yesterday,,,,,
,1911,HBO,12.19.23,6:53,,,,Happy,,,,,
,1912,HBI,12.19.23,6:53,,,,Look at pictures,,,I can't do pictures right now; let's do them tomorrow,,
,1913,HBO,12.19.23,6:53,,,,Happy,,,"Aww Ellie, that makes me happy",,
,1914,HBK,12.19.23,6:53,I'm leaving the room again,,,Like,,,I'll be back in a little while,,
,1915,HBH,12.19.23,6:53,,,,Future,,,I'll be back ,,
,1916,J,12.19.23,39:03:00,,Jen navigates back to main menu and leaves the room,About me,,,,,"45 minutes later she goes up to the writing tablet and does the ""want"" sign with her foot :( (1:13)",
TRUE,1917,,,,,,,,,,,,
,1918,B,20231220_104116,10:41 AM,Morning lesson / there's a guy outside working,,Places,,,,,,
,1919,BD,12.20.23,,,,,Isabelle's house,,,Do you want to go over to Isabelle's house ,,
,1920,BC,,,,,,Outside walk,,,,,
,1921,BA,,,,,Back,,,,,,
,1922,J,,,,,About me,,,,,,
,1923,JC,,,,,Temperature,,,,,,
,1924,JCB,,,,,Hot,,,,Yeah? How are you feeling about the temperature? Your temperature is hot?,Jen navigates back to Temperature,
,1925,JCB,,,,"Go for it Ellie, what's up?",Hot,,,,,,
,1926,JCBC,,,,,,I feel hot,,,Yeah,,
,1927,JCBK,,,,Do you want to talk about hot?,,Talk about,,,yeah what's up?,,
,1928,JCBD,,,,,,I want to feel hot,,,Yeah,Jen navigates back to Temperature,
,1929,JCJ,,,,How do you feel?,,Rain,,,It might rain later,,
,1930,JCH,,,,,,Wind,,,It was raining earlier,several NCs,
,1931,JCD,,,,What do you think of the temperature outside?,,Warm,,,,,
,1932,JCDE,,,,,,Like,,,,,
,1933,JCDI,,,,,,Warm outside,,,You like warm outside?,,
,1934,JCDK,,,,,,Talk about,,,,,
,1935,JCDJ,,,,,,Warm inside,,,Yeah,,
,1936,JCDE,,,,,,Like,,,,,
,1937,JCDC,,,,,,I want to feel warm,,,,,
,1938,JCD,,,Jen navigates back to temperature,What temperature are you right now? What temperature are you?,,Warm,,,,,
,1939,JCDE,,,,,,Like,,,uh huh,,
,1940,JCDI,,,,Are you feeling warm?,,Warm outside,,,,,
,1941,JCDJ,,,,,,Warm inside,,,"So outside, is cool","Jen navigates to cool, it doesn't voice, she fixes it and navigates back to temperature, then after a few minutes, Jen navigates back to main",
,1942,J,,,,Do you wanna keep going?,About me,,,,,,
,1943,JD,,,,,Body,,,,,,
,1944,T2JDH,,,,,,Back,,,,,
,1945,JDI,,,,,,I feel good,,,"So glad to hear it, Ellie",Ellie exits speech board - foot on bottom of the screen,
,1946,JDI,,,,How are you? Jen switches tablets and opens the body menu,,I feel good,,,,,
,1947,JDJ,12.20.23,10:41 AM,,,,Ouch,,,,She's looking out the window a lot,
,1948,JDR,12.20.23,10:41 AM,,,Types of ouch,,,,,,
,1949,JDRI,12.20.23,10:41 AM,,,,I will feel ouch,,,,,
,1950,JDRO,12.20.23,10:41 AM,,,,Mom,,,,,
,1951,JDRH,12.20.23,10:41 AM,,,,I felt ouch,,,,,
,1952,JDRH,12.20.23,10:41 AM,,,,I felt ouch,,,"You did feel ouch! It's so hard, huh?",,
,1953,JDRG,12.20.23,10:41 AM,,,,Cancer,,,No it wasn't cancer,,
,1954,JDRI,12.20.23,10:41 AM,,,,I will feel ouch,,,Sometimes we'll feel ouches,,
,1955,JDRH,12.20.23,10:41 AM,,,,I felt ouch,,,I think you felt afraid by your ouch,,
,1956,JDRE,12.20.23,10:41 AM,,,,Sick ouch,,,Yeah…,A few minute break,
,1957,JDRG,,,,,,Cancer,,,"Nope. You didn't have cancer, it's okay though. You can get better from cancer. You can get cancer and still get better. ",,
,1958,JDRJ,,,,,,I feel ouch,,,,,
,1959,JDRJ,,,,,,I feel ouch,,,yeah,more NCs,
,1960,JDRO,12.20.23,10:41 AM,,Keep going Ellie,,Mom,,,,,
,1961,JDRO,12.20.23,10:41 AM,,,,Mom,,,,,
,1962,JDRR,12.20.23,10:41 AM,,,,Tillie,,,Yeah I should get over there. She's eating but hasn't had her lesson yet,,
,1963,JDRR,12.20.23,10:41 AM,,,,Tillie,,,,,
,1964,JDRI,12.20.23,10:41 AM,,,,I will feel ouch,,,,,
,1965,JDRP,12.20.23,10:41 AM,,,,Ellie,,,Yeah… sometimes you might!,,
,1966,JDRO,12.20.23,10:41 AM,,,,Mom,,,,,
,1967,JDRO,12.20.23,10:41 AM,,,,Mom,,,"Yeah, what's up?",,
,1968,JDRH,,,,Hi. You did such a good job.,,I felt ouch,,,,,
,1969,JDRH,,,,,,I felt ouch,,,,,
,1970,JDRH,,,,,,I felt ouch,,,,,
,1971,JDRI,,,,,,I will feel ouch,,,"Yeah, ouches are hard things",,
,1972,JDRO,,,,,,Mom,,,,,
,1973,JDRG,,,,,,Cancer,,,"No, you don't have cancer and you probably won't get cancer, it's not super common",,
,1974,JDRO,,,A long time later when Jen has left the room…,,,Mom,,,,(want gesture) Jen is out of the room,
,1975,JDRO,,,,,,Mom,,,,,
,1976,JDRO,,,,,,Mom,,,,,
,1977,JDRP,,,,,,Ellie,,,,(want gesture) then Jen returns and gives scritches,
TRUE,1978,,,,,,,,,,,,
,1979,J,20231220_205520,8:55 PM,She's mad because I'm late,,About me,,,,,,
,1980,JE,,,,,Feeling,,,,,,
,1981,JED,,,,,Mad,,,,I know. I'm late,She's been yelling for a while,
,1982,JEDH,,,,,,I will feel mad,,,I'm sorry,,
,1983,JEDC,,,,,,I want to feel mad,,,Okay. I know. I'm sorry,,
,1984,JEDC,,,,,,I want to feel mad,,,,,
,1985,JEDB,,,,,,I feel mad,,,,,
,1986,JEDB,,,,,,I feel mad,,,I know. Mom was late,,
,1987,JEDC,,,,,,I want to feel mad,,,I know. ,,
,1988,JEDC,,,,,,I want to feel mad,,,,,
,1989,JEDB,,,,,,I feel mad,,,I know. Thank you for sharing,Jen navigates back to main,
,1990,J,,,,,About me,,,,,,
,1991,JC,,,,,Temperature,,,,,,
,1992,JCD,,,,,Warm,,,,,,
,1993,JCDC,,,,,,I want to feel warm,,,"Okay, then how do you feel",,
,1994,JCDC,,,,What's up?,,I want to feel warm,,,,Jen navigates back to temperature,
,1995,JCB,,,,How do you feel? What's your temperature,,Hot,,,,Jen is with Isabelle,
,1996,JCBC,,3m15s,,,,I feel hot,,,yeah,,
,1997,JCB,,,Jen navigates back to temperature,Are you too warm? It is a little warm in here. Which is favorite,,Hot,,,"yeah, do you want me to turn the...","Jen is still with Isabelle, Ellie climbs down",
,1998,J,,6m31,"Jen comes back & navigates to main, Ellie comes back",Go for it,About me,,,,,,
,1999,JD,,,Jen is back with Isabelle,,Body,,,,,,
,2000,JDL,12.20.23,,,,Medicine,,,,,,
,2001,JDLD,12.20.23,7m23,,,,Sick ouch antibiotics,,,We'll see Dr. Heather on Friday and see what she sas about your medicine. I'm sorry you don't feel good. ,Isabelle was actually sick,
,2002,JDI,12.20.23,,Jen navigates back to body menu,How do you feel today?,,I feel good,,,Yeah. How did you feel in the past?,,
,2003,JDI,12.20.23,,Jen cleaning the room still…,,,I feel good,,,,,
TRUE,2004,,12.20.23,,Jen navigates back to main menu,,,,,,,,
,2005,J,,,,,About me,,,,,,
,2006,JE,,,,,Feeling,,,,How are you feeling?,Jen still with Isabelle,
,2007,JED,,,,How are you feeling,Mad,,,,Are you still mad? Thank you for sharing.,,
,2008,JEDC,,,Jen comes back over to Ellie and adjusts camera,,,I want to feel mad,,,,,
,2009,JEDC,,,,,,I want to feel mad,,,I'm sorry,Jen navigates back to main,
,2010,J,,,,,About me,,,,Yeah?,,
,2011,JE,,,,,Feeling,,,,Yeah?,,
,2012,JEC,,,,,Excited,,,,Yay,,
,2013,JECB,,,,,,I feel excited,,,,,
,2014,JECB,,,,,,I feel excited,,,,,
,2015,JECD,,,,,,I want to feel excited,,,I'm glad,,
,2016,JECB,,,,,,I feel excited,,,,,
,2017,JECG,,,,,,I felt excited,,,yay,,
,2018,JECB,,,,,,I feel excited,,,I'm glad,,
,2019,JECH,,,,,,I will feel excited,,,Yay - thank you for sharing,"Jen is cleaning other side of room, Ellie uses want gesture",
TRUE,2020,,,,,,,,,,,,
,2021,J,20231220_215433,9:54 PM,Evening lesson,,About me,,,,,,
,2022,JD,12.20.23,9:54 PM,,,Body,,,,,,
,2023,JDI,12.20.23,9:54 PM,,,,I feel good,,,,,
,2024,JDH,12.20.23,9:54 PM,,,,Today,,,Okay good. I'm really glad to hear that. ,,
,2025,JDH,12.20.23,9:54 PM,,,,Today,,,,,
,2026,JDI,12.20.23,9:54 PM,,,,I feel good,,,I'm glad you're feeling better,,
,2027,JDJ,12.20.23,9:54 PM,,,,Ouch,,,Yeah? When was your ouch?,,
,2028,JDG,12.20.23,9:54 PM,,,,Past,,,mmm hmm,,
,2029,JDI,12.20.23,9:54 PM,,,,I feel good,,,,,
,2030,JDI,12.20.23,9:54 PM,,,,I feel good,,,I'm glad,,
,2031,JDI,,,,,,I feel good,,,,,
,2032,JDI,,,,,,I feel good,,,,,
,2033,JDI,,,,,,I feel good,,,,,
,2034,JDH,12.20.23,9:54 PM,,,,Today,,,,,
,2035,JDG,12.20.23,9:54 PM,,,,Past,,,,,
,2036,JDJ,12.20.23,9:54 PM,,,,Ouch,,,,,
,2037,JDL,12.20.23,9:54 PM,,,Medicine,,,,,"Jen is across the room, Ellie rings bell",
,2038,JDLD,12.20.23,9:54 PM,,,,Sick ouch antibiotics,,,So that's for when you have an inside sick ouch.,Isabelle is sick… Jen navigates to yes/no menu,
,2039,AGC,,,,Do you have a tummy ouch today?,,No,,,,,
,2040,AGB,,,,Did you have a tummy ouch yesterday?,,Yes,,,,,
,2041,AGB,,,,,,Yes,,,yeah,,
,2042,AGB,,,,Do you have a tummy ouch today?,,Yes,,,We'll go see the doctor,,
,2043,C,12.20.23,9:54 PM,,,Experience,,,,,,
,2044,CB,12.20.23,9:54 PM,,,,Mom,,,,,
,2045,CD,12.20.23,9:54 PM,,,,Touch,,,,,
,2046,CI,12.20.23,9:54 PM,,,,Isabelle,,,,,
,2047,CG,12.20.23,9:54 PM,,,,Ellie,,,,,
,2048,CB,12.20.23,9:54 PM,,,,Mom,,,uh huh we were just sitting together and rocking together,,
,2049,CB,12.20.23,9:54 PM,,,,Mom,,,,,
,2050,CI,12.20.23,9:54 PM,,,,Isabelle,,,,,
,2051,CB,12.20.23,9:54 PM,,,,Mom,,,,,
,2052,CI,12.20.23,9:54 PM,,,,Isabelle,,,,,
,2053,CB,12.20.23,9:54 PM,,,,Mom,,,,,
,2054,CD,12.20.23,9:54 PM,,,,Touch,,,,,
,2055,CG,12.20.23,9:54 PM,,,,Ellie,,,,,
,2056,CL,12.20.23,9:54 PM,,,,Smell,,,I can't take off my mask,,
,2057,CK,12.20.23,9:54 PM,,,,Taste,,,,,
,2058,CD,12.20.23,9:54 PM,,,,Touch,,,,,
,2059,CI,12.20.23,9:54 PM,,,,Isabelle,,,are you ok Isabelle? I'm going to get Issie some more hot water.,Checks on Isabelle,
,2060,CB,12.20.23,9:54 PM,,,,Mom,,,yep,,
,2061,CE,12.20.23,9:54 PM,,,,See,,,OK I just gave Isabelle some hot water,,
,2062,CB,12.20.23,9:54 PM,,,,Mom,,,"uh huh, yeah, what's up",,
,2063,CD,12.20.23,9:54 PM,,,,Touch,,,,,
,2064,CB,12.20.23,9:54 PM,,,,Mom,,,,,
,2065,CB,,,,,,Mom,,,,,
,2066,CA,12.20.23,9:54 PM,,,Back,,,,,Ellie navigated back,
,2067,I,12.20.23,9:54 PM,,,Descriptions and Preferences,,,,uh huh,,
,2068,IB,12.20.23,9:54 PM,,,Opposites,,,,uh huh,,
,2069,IBC,12.20.23,9:54 PM,,,,High up,,,I know the curtain is still broken,,
,2070,IBI,12.20.23,9:54 PM,,,,Light,,,,,
,2071,IBI,12.20.23,9:54 PM,,,,Light,,,,,
,2072,IBH,12.20.23,9:54 PM,,,,Fixed,,,,,
,2073,IBH,12.20.23,9:54 PM,,,,Fixed,,,,,
,2074,IBI,12.20.23,9:54 PM,,,,Light,,,,,
,2075,IBH,12.20.23,9:54 PM,,,,Fixed,,,Want me to fix the curtain? ,She likes to sleep there,
,2076,IBJ,12.20.23,9:54 PM,,,,Dark,,,,,
,2077,IBJ,12.20.23,9:54 PM,,,,Dark,,,uh huh,,
,2078,IBJ,12.20.23,9:54 PM,,,,Dark,,,,,
,2079,IBI,12.20.23,9:54 PM,,,,Light,,,,,
,2080,IBJ,12.20.23,9:54 PM,,,,Dark,,,,,
,2081,IBD,12.20.23,9:54 PM,,,,Down low,,,uh huh,,
,2082,IBC,12.20.23,9:54 PM,,,,High up,,,,Xmas tree?,
,2083,IBI,12.20.23,9:54 PM,,,,Light,,,,,
,2084,IBH,12.20.23,9:54 PM,,,,Fixed,,,,,
,2085,IBJ,12.20.23,9:54 PM,,,,Dark,,,I think you are talking about the curtain,,
,2086,IBD,12.20.23,9:54 PM,,,,Down low,,,and the floor,,
,2087,IBC,12.20.23,9:54 PM,,,,High up,,,yeah,,
,2088,IBC,12.20.23,9:54 PM,,,,High up,,,yeah,,
,2089,IBI,12.20.23,9:54 PM,,,,Light,,,,,
,2090,IBC,12.20.23,9:54 PM,,,,High up,,,,,
,2091,IBD,12.20.23,9:54 PM,,,,Down low,,,,,
,2092,IBG,12.20.23,9:54 PM,,,,Broken,,,,,
,2093,IBD,12.20.23,9:54 PM,,,,Down low,,,,,
,2094,IBE,12.20.23,9:54 PM,,,,Big,,,,,
,2095,IBC,12.20.23,9:54 PM,,,,High up,,,,,
,2096,IBC,12.20.23,9:54 PM,,,,High up,,,,Jen navigates to yes/no menu - Ellie says she wants the light fixed but not the curtain,
,2097,AGB,,,,Do you want me to fix the light? Is there a broken light?,,Yes,,,,,
,2098,AGB,,,,,,Yes,,,,,
,2099,AGB,,,,,,Yes,,,,,
,2100,AGC,,,,Do you want me to fix the curtain?,,No,,,,,
,2101,AGB,,,,,,Yes,,,,,
TRUE,2102,,,,,Do you want me to fix the curtain?,,,,,,,
,2103,AGA,,,,,Back,,,,,,
,2104,J,,,,,About me,,,,,,
,2105,JC,,,,,Temperature,,,,yeah,,
,2106,JCI,,,,,,Cloud,,,"uh huh, it was cloudy today",,
,2107,JCB,,,,,,Hot,,,,,
,2108,JCBE,,,,,,Like,,,,,
,2109,JCB,,,,,,Hot,,,Is your room too warm today?,,
,2110,JCBC,,,,,,I feel hot,,,"I turned the heater off a little while ago, it's cooled off",,
,2111,JCBC,,,,,,I feel hot,,,,,
,2112,JCBC,,,,,,I feel hot,,,mmm hmm,,
,2113,JCBC,,,,,,I feel hot,,,,,
,2114,JCBC,,,,,,I feel hot,,,,,
,2115,JCBC,,,,,,I feel hot,,,,,
,2116,JCBE,,,,,,Like,,,,,
,2117,JCBD,,,,,,I want to feel hot,,,,,
,2118,JCBC,,,,,,I feel hot,,,,,
,2119,JCBC,,,,,,I feel hot,,,,Jen navigates back to temperature,
,2120,JCBC,,,,Are you a good temperature?,,I feel hot,,,,Jen looking at window trying to see if it's the reflection that she's talking about with high up?,
,2121,JCBD,,,,,,I want to feel hot,,,,,
,2122,JCBE,,,,,,Like,,,,,
,2123,JCBE,,,,,,Like,,,,,
,2124,JCBC,,,,,,I feel hot,,,,,
,2125,JCBC,,,,,,I feel hot,,,,,
,2126,JCBC,,,,,,I feel hot,,,,,
